practice_id,cont_week,cases,sinwe,coswe,population,uk_imdquintile
3,33,1,-0.7485107481711011,-0.6631226582407952,13185,3
3,34,2,-0.8229838658936564,-0.5680647467311559,13185,3
3,35,4,-0.8854560256532096,-0.4647231720437691,13185,3
3,36,2,-0.9350162426854147,-0.3546048870425359,13185,3
3,38,2,-0.992708874098054,-0.12053668025532357,13185,3
3,39,1,-1,-1.836909530733566e-16,13185,3
3,40,1,-0.992708874098054,0.1205366802553232,13185,3
3,41,2,-0.9709418174260521,0.23931566428755738,13185,3
3,42,1,-0.9350162426854148,0.35460488704253557,13185,3
3,43,2,-0.8854560256532101,0.464723172043768,13185,3
3,44,3,-0.822983865893657,0.5680647467311548,13185,3
3,45,2,-0.7485107481711011,0.6631226582407952,13185,3
3,46,4,-0.6631226582407955,0.7485107481711007,13185,3
3,47,3,-0.5680647467311559,0.8229838658936564,13185,3
3,48,2,-0.4647231720437684,0.88545602565321,13185,3
3,49,4,-0.35460488704253595,0.9350162426854147,13185,3
3,50,1,-0.2393156642875578,0.970941817426052,13185,3
